customer_id,first_name,last_name,gender,age_group,signup_date,country,product_id,product_name,category,quantity,unit_price,order_id,order_date,order_status,payment_method,rating,review_text,review_id,review_date,total_order_value,total_orders,order_year,order_month,order_dayofweek,order_week,avg_spend_per_order
0.27323162274618584,0.32517482517482516,0.6888150609080841,0.0,1.0,0.3647342995169082,0.2222222222222222,0.5714285714285714,0.21428571428571427,0.4,0.5,0.4771929824561404,0.0,2023-07-13,0.5,0.5,0.25,0.5,0.0,0.9278538812785387,0.29586592178770954,0.25,0.33333333333325754,0.5454545454545454,0.5,0.5294117647058824,0.14301675977653633
0.6957928802588996,0.1958041958041958,0.9678848283499446,0.5,0.0,0.591183574879227,0.3333333333333333,0.21428571428571427,0.5714285714285714,0.0,0.75,0.07953216374269007,0.00010001000100010001,2024-08-12,0.5,1.0,0.25,0.0,0.00010001000100010001,0.3150684931506849,0.09430167597765363,0.125,0.6666666666666288,0.6363636363636364,0.0,0.6274509803921569,0.2198882681564246
0.7061950993989828,0.8863636363636364,0.3034330011074197,0.5,0.5,0.5706521739130435,0.5555555555555556,0.7857142857142857,0.5,1.0,0.25,0.07953216374269007,0.00020002000200020003,2024-08-04,0.25,0.0,1.0,0.5,0.00020002000200020003,0.11963470319634703,0.04156424581005586,0.25,0.6666666666666288,0.6363636363636364,1.0,0.588235294117647,0.1261824953445065
0.9429033749422099,0.47027972027972026,0.39867109634551495,0.5,1.0,0.998792270531401,0.4444444444444444,0.5,0.14285714285714285,0.6000000000000001,0.75,0.8748538011695907,0.00030003000300030005,2025-05-23,0.25,0.0,0.25,1.0,0.00030003000300030005,0.18356164383561643,0.702122905027933,0.125,1.0,0.36363636363636365,0.6666666666666666,0.39215686274509803,0.3899441340782123
0.06010171058714748,0.03496503496503497,0.48172757475083056,0.0,1.0,0.1111111111111111,0.1111111111111111,0.3571428571428571,0.0,0.0,0.0,0.19883040935672514,0.00040004000400040005,2023-07-02,0.75,0.0,0.0,1.0,0.00040004000400040005,0.382648401826484,0.03798882681564246,0.125,0.33333333333325754,0.5454545454545454,1.0,0.49019607843137253,0.11575418994413407
0.36222838650023115,0.8688811188811189,0.8881506090808416,1.0,0.0,0.9794685990338163,0.2222222222222222,0.5714285714285714,0.21428571428571427,0.4,1.0,0.4771929824561404,0.0005000500050005,2023-04-13,0.75,1.0,0.5,1.0,0.0005000500050005,0.15799086757990868,0.5005586592178771,0.125,0.33333333333325754,0.2727272727272727,0.5,0.27450980392156865,0.28916201117318435
0.29149329634766524,0.458041958041958,0.05537098560354374,0.0,0.5,0.6443236714975845,0.4444444444444444,0.42857142857142855,0.3571428571428571,0.6000000000000001,0.0,0.17309941520467836,0.0006000600060006001,2023-12-31,0.75,0.5,0.75,1.0,0.0006000600060006001,0.4484018264840183,0.03307262569832402,0.25,0.33333333333325754,0.9999999999999999,1.0,0.9999999999999999,0.19486033519553075
0.2933425797503467,0.07867132867132867,0.38870431893687707,0.0,0.0,0.8417874396135265,0.8888888888888888,0.21428571428571427,0.5714285714285714,0.0,0.25,0.07953216374269007,0.0007000700070007,2024-01-29,0.5,0.5,0.0,1.0,0.0007000700070007,0.9242009132420091,0.04156424581005586,0.25,0.6666666666666288,0.0,0.0,0.0784313725490196,0.1041340782122905
0.27577438742487287,0.6713286713286714,0.37541528239202654,0.0,0.0,0.6268115942028986,0.3333333333333333,0.14285714285714285,0.7857142857142857,0.4,1.0,0.4070175438596491,0.0008000800080008001,2022-11-30,1.0,0.5,0.5,0.25,0.0008000800080008001,0.5981735159817352,0.43351955307262574,0.25,0.0,0.9090909090909091,0.3333333333333333,0.9215686274509803,0.4491620111731844
0.7466481738326398,0.7972027972027972,0.06090808416389811,1.0,1.0,0.842391304347826,0.1111111111111111,0.5,0.14285714285714285,0.6000000000000001,0.75,0.8748538011695907,0.0009000900090009002,2025-05-16,0.0,1.0,1.0,1.0,0.0009000900090009002,0.7589041095890411,0.702122905027933,0.125,1.0,0.36363636363636365,0.6666666666666666,0.37254901960784315,0.3850279329608939
0.09385113268608414,0.5122377622377622,0.3599114064230343,0.5,1.0,0.767512077294686,0.5555555555555556,0.5,0.14285714285714285,0.6000000000000001,0.75,0.8748538011695907,0.001000100010001,2024-04-24,0.75,0.5,0.25,1.0,0.001000100010001,0.9662100456621004,0.702122905027933,0.0,0.6666666666666288,0.2727272727272727,0.3333333333333333,0.3137254901960784,0.702122905027933
0.9902912621359222,0.07167832167832168,0.6976744186046512,0.5,0.5,0.14492753623188406,0.7777777777777777,0.9285714285714285,0.8571428571428571,0.8,0.25,0.29005847953216374,0.0011001100110011,2025-01-15,0.75,0.5,0.75,0.5,0.0011001100110011,0.8904109589041096,0.12201117318435754,0.0,1.0,0.0,0.3333333333333333,0.0392156862745098,0.12201117318435754
0.08784096162736939,0.7045454545454546,0.9180509413067552,0.5,0.0,0.5664251207729468,0.8888888888888888,0.6428571428571428,0.42857142857142855,0.2,0.0,0.2432748538011696,0.0012001200120012002,2024-05-15,1.0,0.5,0.0,0.75,0.0012001200120012002,0.7817351598173515,0.0464804469273743,0.625,0.6666666666666288,0.36363636363636365,0.3333333333333333,0.37254901960784315,0.3706145251396648
